,doc_id,paragraph_id,source_text,target_text,error_types,num_errors,source_file,has_sec,mec_only
4147,16,0,"Not long ago, the human genome project sponsored by several large multinational corporations (MNCs) has been started.","Not long ago, the human genome project, sponsored by several large multinational corporations (MNCs), was started.","['Mec', 'Mec', 'Vt']",3,official-2014.1.sgml,True,False
4148,16,0,"In comparison, in the field of genetic testing which enables people to be aware of the risk of a possible genetic disorder, as the technology has been very mature already, an even more popular topic arises.",", in the field of genetic testing, which enables people to be aware of the risk of a possible genetic disorder, as the technology is very mature already, an even more popular topic arises.","['Um', 'Mec', 'Vt']",3,official-2014.1.sgml,True,False
4152,16,1,"Take H1N1 as an example, all the people in Singapore including students at school, travelers at the Changi Airport, workers in the office as well as passengers on the street are forced by law to take their temperature and report the result to the relevant government authority in charge.","Take H1N1 as an example. All the people in Singapore,  including students at school, travelers at the Changi Airport, workers in the offices as well as pedestrians on the street, are forced by law to take their temperature and report the result to the relevant government authority in charge.","['Srun', 'Mec', 'Nn', 'Wci', 'Mec']",5,official-2014.1.sgml,True,False
4156,16,1,"Hence, it is essential to tell their family members about the risk of their genetic disorder both as a social responsibility and a favor to conserve the family basis.","Hence, it is essential to tell  family members about the risk of a genetic disorder, both as a social responsibility and as a favor to conserve the family .","['ArtOrDet', 'ArtOrDet', 'Mec', 'Prep', 'Rloc-']",5,official-2014.1.sgml,True,False
4166,17,0,"Being in Asian society where genetic testing is not a common practice, I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease.","Being in Asian society, where genetic testing is not a common practice, I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease.",['Mec'],1,official-2014.1.sgml,True,True
4167,17,0,The courage to take the genetic testing and yet to inform their relatives about the risk that they may have may result in people being judgmental while actually it is just a risk and not a confirmed case.,"The courage to take the genetic testing and  to inform their relatives about the risk that they may have may result in people being judgmental while, actually, it is just a risk and not a confirmed case.","['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4169,17,0,"Nevertheless, while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk, I would like to suggest the person to at least share the information with her or his potential partner (husband or wife) since the individual's genetic risk may affect their future children.","Nevertheless, while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk. I would like to suggest the person  at least shares the information with her or his potential partner (husband or wife), since the individual's genetic risk may affect their future children.","['Wci', 'Mec', 'Prep', 'SVA', 'Mec']",5,official-2014.1.sgml,True,False
4170,17,1,Many people in our society are not well informed about many genetic diseases and many of them will most likely to judge or at least differentiate those who have genetic diseases since they feel that the patients are abnormal or 'weird'.,"Many people in our society are not well informed about many genetic diseases and many of them will be most likely to judge or at least discriminate against those who have genetic diseases, since they feel that the patients are abnormal or 'weird'.","['V0', 'Wci', 'Mec']",3,official-2014.1.sgml,True,False
4171,17,1,"This is because many relate genetic diseases to those such as Bubble-Boy disease, autism or down-syndrome.","This is because many relate genetic diseases to others such as Bubble-Boy disease, autism or Down's syndrome.","['Pref', 'Mec']",2,official-2014.1.sgml,True,False
4174,17,1,It is normal for people to demand for a fair and similar treatment as the others and therefore it is normal for people to try to keep some of their secrets or personal issues to themselves in case some people judge them or treat them differently.Many people really love to hear what they want to hear and therefore they may just ignore the word 'risk' and assume that the person has suffered from the disease.,"It is normal for people to demand   fair and similar treatment to  others and, therefore, it is normal for people to try to keep some of their secrets or personal issues to themselves in case some people judge them or treat them differently. Many people really love to hear what they want to hear and, therefore, they may just ignore the word 'risk' and assume that the person has suffered from the disease.","['Prep', 'ArtOrDet', 'Prep', 'ArtOrDet', 'Mec', 'Mec', 'Mec']",7,official-2014.1.sgml,True,False
4175,17,1,"To prevent that from happening, I do feel that it is up to the person whether he wants to share the information with his family since his family may either be paranoid or judge him and act differently.","To prevent that from happening, I do feel that it is up to the person whether he wants to share the information with his family,  since his family may either be paranoid or judge him and act differently.",['Mec'],1,official-2014.1.sgml,True,True
4176,17,1,"Especially when it is just a risk, the option is really his since he is not an actual sufferer.","Especially when it is just a risk, the option is really his, since he is not an actual sufferer.",['Mec'],1,official-2014.1.sgml,True,True
4177,17,2,"There may be some people who say that it is necessary to tell the family members about the risk since some of them may be affected, while I do think that this view has a point, how much you can trust your family regarding this issue may also be a case.","There may be some people who say that it is necessary to tell the family members about the risk, since some of them may be affected. While I do think that this view has some validity, how much you can trust your family regarding this issue may also be a case.","['Mec', 'Mec', 'Wci']",3,official-2014.1.sgml,True,False
4178,17,2,May be we can trust our immediate family members but can we really trust all the other relatives?,"Maybe we can trust our immediate family members, but can we really trust all the other relatives?","['Mec', 'Mec']",2,official-2014.1.sgml,True,False
4181,17,3,There may be possibilities when both the husband and wife are carriers and therefore they should not have any child since their child may not be able to survive even after they are born.,"There may be apossibility that both the husband and wife are carriers, and, therefore, they should not have any children since their children may not be able to survive even after they are born.","['ArtOrDet', 'Nn', 'Trans', 'Mec', 'Nn', 'Nn']",6,official-2014.1.sgml,True,False
4182,17,3,"This piece of information does play a role in family planning matters, therefore although no one is obliged to tell about their genetic risk to anyone, it should be encouraged to tell it to their future partner.","This piece of information does play a role in family planning matters. Therefore, although no one is obliged to tell anyone about their genetic risk, they should be encouraged to tell   their future partner.","['Mec', 'WOinc', 'Pref', 'Rloc-', 'Prep']",5,official-2014.1.sgml,True,False
4187,18,0,Therefore an entirely new dilemma is born: should a carrier of a known genetic risk be obligated to tell his or her relatives?,"Therefore, an entirely new dilemma is born: should a carrier of a known genetic risk be obligated to tell his or her relatives?",['Mec'],1,official-2014.1.sgml,True,True
4190,18,1,"The child with genetic risk may not have the ability to work, to build up the family with the others and most of the time they are not acceptable for the majority.","The child with a genetic risk may not have the ability to work, or to build up the family with the others, and most of the time they are not acceptable to the majority.","['ArtOrDet', 'Trans', 'Mec', 'Prep']",4,official-2014.1.sgml,True,False
4203,18,2,Therefore I believe the parents have their right to know the healthiness of their child.,"Therefore, I believe the parents have the right to know about the healthiness of their child.","['Mec', 'ArtOrDet', 'Prep']",3,official-2014.1.sgml,True,False
4205,18,3,"However, the problem is, will the people really enjoy their life if they have to stay at hospital everyday and with all the needles and endless pain?","However, the problem is, will the people really enjoy their life if they have to stay in hospital every day and with all the needles and endless pain?","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4208,19,0,One should have the full control of his/her information and it is his/her right to decide whether or not to disclose it to some one else.,A person should have the full control of his/her information and it is his/her right to decide whether or not to disclose it to someone else.,"['Wci', 'Mec']",2,official-2014.1.sgml,True,False
4210,19,1,The results are disclosed to husbands and wifes.,The results are disclosed to the husbands and wives.,"['ArtOrDet', 'Mec']",2,official-2014.1.sgml,True,False
4216,19,2,They could save the cost of runing two separate tests to see whether they are under high risk of having disease C.,They could save the cost of running two separate tests to see whether they are at high risk of having disease C.,"['Mec', 'Prep']",2,official-2014.1.sgml,True,False
4218,19,2,"His relatives can then take measures, if this disease can some how be prevented, to stop this disease from taking their lives.","His relatives can then take measures, if this disease can somehow be prevented, to stop this disease from taking their lives.",['Mec'],1,official-2014.1.sgml,True,True
4225,19,3,He or she might even be adviced not to get married or have children.,He or she might even be advised not to get married or have children.,['Mec'],1,official-2014.1.sgml,True,True
4226,19,3,"For example, if an unmarried person has gene Aa and gene aa is sufficient for a very seriou disease.","For example, if an unmarried person has gene Aa and gene aa is sufficient for a very serious disease.","['Mec', 'Sfrag']",2,official-2014.1.sgml,True,False
4228,19,3,So all the married couples go run a test and know they are not carriers.They might subconsiously see him as different and worry that he will find a wife who will carry this gene as well.,"So, if all the married couples  run a test and find out they are not carriers, they might subconsciously see him as different and worry that he will find a wife who will carry this gene as well.","['Mec', 'Trans', 'Rloc-', 'Wci', 'Sfrag', 'Mec']",6,official-2014.1.sgml,True,False
4232,19,4,However wife D is not even under the risk of having this disease.,"However, wife D is not even at  risk of having this disease.","['Mec', 'Prep', 'ArtOrDet']",3,official-2014.1.sgml,True,False
4233,19,4,"In less than a week half of the town knows person A has a risked gene, and his family might be a genetically risked family.","In less than a week, half of the town knows person A has a risked gene, and his family might be a genetically at risk family.","['Mec', 'Wci']",2,official-2014.1.sgml,True,False
4238,20,1,"The debatable question, an ethical dilemma, is that are people responsible for telling their relatives that they carry a known genetic risk?","The debatable question, an ethical dilemma, is whether people are responsible for telling their relatives that they carry a known genetic risk.","['Trans', 'WOinc', 'Mec']",3,official-2014.1.sgml,True,False
4240,20,1,The first one is the importance of being responsible for your self-wellness and health of your relatives and the second one is being responsible for the next generations.,"The first one is the importance of being responsible for your own health and the health of your relatives, and the second one is being responsible for the next generations.","['Wci', 'ArtOrDet', 'Mec']",3,official-2014.1.sgml,True,False
4242,20,2,"Because if you are carrying that genetic risk, then there is great possibility that your relatives like parents or siblings are carrying the same genetic risk as well.","Because if you are carrying that genetic risk, then there is a great possibility that your relatives, like parents or siblings, are carrying the same genetic risk as well.","['ArtOrDet', 'Mec', 'Mec']",3,official-2014.1.sgml,True,False
4255,21,0,"Consider a case, we decide to undergo genetic testing and have known the result of it.","Consider a case, wtell?cide to undergo genetic testing and have known the result of it.",['Mec'],1,official-2014.1.sgml,True,True
4261,21,2,Sometimes it becomes extremely hard for them to accept this news especially if they are going to know that they or their descendants may have a severe disease like blood disease which is untreatable.,"Sometimes it becomes extremely hard for them to accept this news especially if tfindrout wegare to know that they or their descendants may have a severe disease limembers,d disease which is untreatable.","['Vt', 'Prep', 'Vt', 'Mec']",4,official-2014.1.sgml,True,False
4263,21,2,It may affect our daily lives and we will think about it every day.,"It may affect oit will bely lives and we will think about it emore, day.","['Others', 'Mec']",2,official-2014.1.sgml,True,False
4265,21,2,"At the same time, there will also be chances that the genetic test result is not correct which means they are actually wasting their lives worrying about this thing, so actually we are bringing trouble to them.","At the same timnot,there will also be chances that the genetic test result is not correct which means they are actually wasting their lives worrying about this thing, so actually we are bringing trouble to them.",['Mec'],1,official-2014.1.sgml,True,True
4267,21,3,"Since this will really affect their lives, what we should do is to try to make it in a positive way.","Since this will really affect their lives, what news,hould do is to try to make it in find outsitive way.","['Mec', 'Wci']",2,official-2014.1.sgml,True,False
4272,21,3,"Maybe after we tell them, they will go for it and know more about themselves.","Maybe after we tell them, they will go for it and correct,re about themselves.",['Mec'],1,official-2014.1.sgml,True,True
4273,21,3,"I know it will have a huge impact on them, but we should know that they are our loved ones, we need to tell them and help them.","I know it will have a huge impact on them, but we shoul. So,oactually,hey are our lovedthem troubleto tell them and help them.","['Srun', 'Mec', 'WOinc']",3,official-2014.1.sgml,True,False
4283,22,2,Their son unfortunately fell ill and he was diagnosis a kind of genetic disease which is very serious.,"a lot ofr son unfortunately fell illSometimes,livesagnosis a kind of genetic disease which is verundergous.","['Wci', 'Mec', 'Nn', 'Wci']",4,official-2014.1.sgml,True,False
4284,22,2,They were told that the wife's family was carrying the polygenetic disorder and can pass only to boys rather than girls.,"They were told So,at the wisakeaofarrying the polygenetic disorder and can pass only to boys rather than girls.","['Mec', 'Wci', 'Prep']",3,official-2014.1.sgml,True,False
4287,22,3,"On the other hand, it may pass the disease to the next generation if the carrier hides the truth.","On the oth,genesmay pass the disease to the next generati;n if tvice versae truth.","['Rloc-', 'Nn', 'Mec', 'Wci']",4,official-2014.1.sgml,True,False
4294,23,1,Other people should not be told without the person's permission even though they are his or her family or relatives.,"Other people should not be told without the person's permission, even if they are his or her family or relatives.","['Mec', 'Trans']",2,official-2014.1.sgml,True,False
4297,23,1,They may know the person's potential disabled disease or other bad things naturally.,"They may know the person's potential disability , disease or other bad things .","['Wform', 'Mec', 'Rloc-']",3,official-2014.1.sgml,True,False
4300,23,1,"So I think whatever the genetic is or whether the gene is match with their parents, it should not be told to anyone even his or her family or relatives.","So I think whatever the genetic risk is or whether the gene  matches with their parents, it should not be told to anyone,  even his or her family or relatives.","['Others', 'Rloc-', 'SVA', 'Mec']",4,official-2014.1.sgml,True,False
4305,23,2,"The parents give knowledge and love to the children, meanwhile they feel happy with the accompany of the children.","The parents give knowledge and love to the children. Meanwhile, they feel happy in the company of the children.","['Srun', 'Prep', 'Mec']",3,official-2014.1.sgml,True,False
4313,23,3,Therefore I think a know genetic risk should not be obligated to tell his or her family or relatives.,"Therefore, I think a carrier of aknown genetic risk should not be obligated to tell his or her family or relatives.","['Mec', 'Others', 'Mec']",3,official-2014.1.sgml,True,False
4314,23,4,"Therefore, considering the people's privacy and the existence of wrong testing, for the peace of the family, I support that a know genetic risk should not be obligated to tell his or her family or relatives without the person's permission.","Therefore, considering  people's privacy and the existence of wrong testing, for the peace of the family, I agree that a carrier of aknown genetic risk should not be obligated to tell his or her family or relatives .","['ArtOrDet', 'Wci', 'Others', 'Mec', 'Rloc-']",5,official-2014.1.sgml,True,False
4320,24,2,Therefore there is nothing to be shy for or be afraid of.,"Therefore, there is nothing to be shy about or  afraid of.","['Mec', 'Prep', 'Rloc-']",3,official-2014.1.sgml,True,False
4328,24,5,"After came back from the hospital, the man told his parents that the problem was that he carried a disease gene so that they cannot have a baby in their life time.","After he came back from the hospital, the man told his parents that the problem was that he was carrying a disease gene, so  they could not have a baby .","['Pref', 'Vt', 'Mec', 'Rloc-', 'Vm', 'Rloc-']",6,official-2014.1.sgml,True,False
4331,24,5,"At that time, the woman known how much her husband loved her but she ruined her happiness.","At that time, the woman realised how much her husband loved her, but she had ruined her happiness.","['Wci', 'Mec', 'Vt']",3,official-2014.1.sgml,True,False
4334,24,6,"However, they can avoid the disease genes being inhered to their children.","However, they can avoid the disease genes being inherited by their children.","['Mec', 'Prep']",2,official-2014.1.sgml,True,False
4335,24,6,"By telling their relatives that they may have a risk of carrying the disease gene can make their family members bond closely, also many risks and conflicts can be avoided.","By telling their relatives that they may have a risk of carrying the disease gene, they can make their family members bond more closely, and many risks and conflicts can be avoided.","['Mec', 'Pref', 'Wform', 'Trans']",4,official-2014.1.sgml,True,False
4341,25,1,"Taking Angeline Jolie for example, she is famous but she still revealed the truth about her genetic testing on the development of her breast cancer risk.","Take Angeline Jolie, for example. She is famous but she still revealed the truth about her genetic testing and her breast cancer risk.","['Vform', 'Mec', 'Mec', 'Trans']",4,official-2014.1.sgml,True,False
4342,25,1,Everything is not that bad if you know how to look at the bright side with hope.,"Everything is not that bad if you know how to look on the bright side, with hope.","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4344,25,2,"In addition, though it can be possible in some cases that he or she and the family can undergo specific discrimination in employment and their social life, how people can face more dramatic tragedy such as sickness or death if they cannot even overcome this harsh situation.","In addition, though it can be possible in some cases that he or she and the family can suffer specific discrimination in employment and their social life, how can people face more dramatic tragedies such as sickness or death if they cannot even overcome this harsh situation?","['Wci', 'WOinc', 'Nn', 'Mec']",4,official-2014.1.sgml,True,False
4347,25,3,"Furthermore, living with a secret is not a good sensation, especially if the situations of other relatives become worse, you should feel guilty and depressed.","Furthermore, living with a secret is not a good feeling, especially if the situations of other relatives become worse. You could feel guilty and depressed.","['Wci', 'Mec', 'Vm']",3,official-2014.1.sgml,True,False
4349,25,3,"As the result, it is in the interests of the carriers and their relatives, telling the genetic testing result is needed.","As a result, it is in the interests of the carriers and their relatives, so telling the genetic testing result is necessary.","['ArtOrDet', 'Mec', 'Wci']",3,official-2014.1.sgml,True,False
4350,25,4,"Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone's health.","Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy for each other, as well as promoting awareness of taking care of everyone's health.","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4353,25,5,It can be very difficult for them but necessary for the carriers and their family.,"It could be very difficult for them, but necessary for the carriers and their family.","['Vm', 'Mec']",2,official-2014.1.sgml,True,False
4354,25,5,"In addition, emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing.","In addition, emotional preparations and the ways you explain your genetic condition are also important so that you can convey the correct information to your family and relatives and, if necessary,  guide them if they wish to conduct  similar genetic testing.","['SVA', 'Mec', 'Mec', 'Prep', 'Pref', 'ArtOrDet']",6,official-2014.1.sgml,True,False
4356,26,1,It is becoming even more convinient than talking throught the phone since it is free.,It is becoimpossible more convinientawayan talking throught usingece it is free.,"['Mec', 'Wci', 'Wci', 'Prep']",4,official-2014.1.sgml,True,False
4361,26,2,"However, we get less chance and less importance to talk face to face since social media is so convinient, advanced and interesting.","However, werespectsss chance and lhave importance to talk face to face since social media is so conviniconvenientced and interesting.","['Wci', 'SVA', 'Mec', 'Prep']",4,official-2014.1.sgml,True,False
4362,26,2,And even we gather together more people find themselves has less topics to talk than before and choose to digging from their social media again.,"And evphone, gather together more people feverythingves has less topics to talk than before and choose to diggget from their sociedia again.","['Mec', 'Mec', 'Vt', 'Rloc-']",4,official-2014.1.sgml,True,False
4364,26,2,"This kind of feeling makes people's relationship not as stable, secure and reliable than before.","This kind of feeling makes people's relationship not as stable, secure and reliable than before.",['Mec'],1,official-2014.1.sgml,True,True
4366,26,3,"To some extent, this makes our life more luxry and blundering.","Tconvenientent, this makes our life more lueven whenand blundering.","['Mec', 'Trans', 'Mec']",3,official-2014.1.sgml,True,False
4368,26,3,Social media makes our life patten so fast and left us less time to think about our life.,"Socimakedia as thoughkes our in fronttten so fast andsometimes,less time to think about our life.","['SVA', 'Trans', 'Mec', 'Mec']",4,official-2014.1.sgml,True,False
4369,26,4,Social media is becoming more important and we need to think more to make it serve us better and better.,Social media is becoming more ishowingnt and we need to think more to make it servexperiencesr and better.,"['Mec', 'Nn']",2,official-2014.1.sgml,True,False
4370,27,0,"Interpersonal skills, like any other skills requires practice.","Interpersonal skills, like any other skills,require practice.","['Mec', 'SVA']",2,official-2014.1.sgml,True,False
4372,27,0,"The burgeoning of social media definitely has its stint; but amongst all good things, it is better to have them in moderation.","The burgeoning  social media definitely has its , but,like all good things, it is better to have it in moderation.","['Prep', 'Um', 'Mec', 'Mec', 'Prep', 'Npos']",6,official-2014.1.sgml,True,False
4375,27,1,"For an example, one is able to send notifications and other information we use to have them in hardcopy previously, over the web and the process takes seconds.","For  example, one is able to send notifications and other information we used to have  in hardcopy  over the web, and the process takes seconds.","['ArtOrDet', 'Vt', 'Pref', 'Rloc-', 'Mec']",5,official-2014.1.sgml,True,False
4376,27,1,"The receipent,will then receive the information almost immediately depending on the quality of the network.","The recipient will then receive the information almost immediately, depending on the quality of the network.","['Mec', 'Mec']",2,official-2014.1.sgml,True,False
4377,27,1,This covenience can be percieved as almost in realtime.,This convenience can be perceived almost in real time.,"['Mec', 'Mec', 'Rloc-', 'Mec']",4,official-2014.1.sgml,True,False
4379,27,2,"In the past, vast communication are done by one of the many such a telegram, snail mail and poor-quality voice calls.","In the past,  communication was done by one of  many means, such as telegram, snail mail and poor-quality voice calls.","['Um', 'Vt', 'ArtOrDet', 'Others', 'Mec']",5,official-2014.1.sgml,True,False
4380,27,2,"With the welcoming of application such as Skype and Facetime, any individual can phase off most, of the olden days communication methods.","With the advent of applications such as Skype and Facetime, any individual can phase out most of the old communication methods.","['Wci', 'Nn', 'Wci', 'Mec', 'Wci']",5,official-2014.1.sgml,True,False
4383,27,3,"However, it is a good practice not to intesively use social media all the time.","However, it is  good practice not to intensively use social media all the time.","['ArtOrDet', 'Mec']",2,official-2014.1.sgml,True,False
4385,27,3,Having to meet and interact for talks allows one to be closer to the recepient.,Having to meet and interact for talks allows one to be closer to the recipient.,['Mec'],1,official-2014.1.sgml,True,True
4386,27,3,"It involves a level of dynamic interaction which utlises the motor, thinking and verbal cortex of the mind to coordinate.","It involves a level of dynamic interaction which utilises the motor, thinking and verbal cortex of the mind to .","['Mec', 'Others']",2,official-2014.1.sgml,True,False
4396,27,5,"For those who lives within the community should at least meet up, and not use social media as the primary source of communcation with each other.","Those who live within the community should at least meet up, and not use social media as the primary means of communication with each other.","['Prep', 'SVA', 'Wci', 'Mec']",4,official-2014.1.sgml,True,False
4397,27,5,"And at the same time, improves the interpersonal skill, through dynamic practises betwwen individuals and realtime presence.","And at the same time, this improves  interpersonal skills, through dynamic practices between individuals and realtime presence.","['Pref', 'ArtOrDet', 'Nn', 'Mec', 'Mec']",5,official-2014.1.sgml,True,False
4399,28,0,"Recently, the rise of social media helped people to have more closer connection with each other, it is a more convenient and cheaper way to have online contact compared with face to face meetings.","Recently, the rise of social media has helped people to have a closer connection with each other. It is a more convenient and cheaper way to have online contact compared with face-to-face meetings.","['Vt', 'ArtOrDet', 'Wform', 'Mec', 'Mec']",5,official-2014.1.sgml,True,False
4400,28,0,"In my opinion, social media websides such as Twitter and Facebook will not affect the chance for people to have face to face contact and thus negatively affects interpersonal skills.","In my opinion, social media websites such as Twitter and Facebook will not affect the chance for people to have face-to-face contact and thus negatively affect interpersonal skills.","['Mec', 'Mec', 'Vform']",3,official-2014.1.sgml,True,False
4401,28,0,"On the other hand, it may even increase the chance of having face to face contacts amoung people.",It may even increase the chance of having face-to-face contact between people.,"['Rloc-', 'Mec', 'Nn', 'Prep']",4,official-2014.1.sgml,True,False
4404,28,1,Their number of people that they know may only limited to the people they meet in daily life like classmates and working partners.,"The number of people that they knewwas only limited to the people they met in daily life, like classmates and colleagues.","['ArtOrDet', 'Vt', 'Wci', 'Vt', 'Mec', 'Wci']",6,official-2014.1.sgml,True,False
4407,28,2,"For example, if social network does not exist, the business people need to meet each other face to face and it is other time consuming, even sometimes with business that is not so important, it still takes a lot time on travel which is a wastage.","For example, if a social network does not exist,  business people need to meet each other face to face and it is  time consuming. Even sometimes with business that is not so important, it still requires a lot of time for travel, which is a waste.","['ArtOrDet', 'ArtOrDet', 'Rloc-', 'Srun', 'Wci', 'Prep', 'Prep', 'Mec', 'Wci']",9,official-2014.1.sgml,True,False
4409,28,2,"Nowadays, even some companies conduct online video interview with their applicants as it saves time and cost.","Nowadays, some companies even conduct online video interviews with their applicants, as it saves time and money.","['WOadv', 'Nn', 'Mec', 'Wci']",4,official-2014.1.sgml,True,False
4411,28,3,"The largest negative impact is that due to the online network, some people start to use and rely on internet every minute.","The biggest negative impact is that, due to the online network, some people start to use and rely on the internet all the time.","['Wci', 'Mec', 'ArtOrDet', 'Wci']",4,official-2014.1.sgml,True,False
4413,28,3,It not only affect the interpersonal skills but also bad for people's health if the ones spend to much time on the social media.,It not only affects  interpersonal skills but also is bad for people's health if they spend too much time on  social media.,"['SVA', 'ArtOrDet', 'V0', 'Pref', 'Mec', 'ArtOrDet']",6,official-2014.1.sgml,True,False
4414,28,3,"Secondly, social network may leak certain personal informations to the public, as the cyber environment is not perfect and not safe, people may not protect their privacy online effectively and sometimes, some people may use others personal information to deceive.","Secondly, social networks may leak certain personal information to the public. As the cyber environment is not perfect and not safe, people may not protect their privacy online effectively and, sometimes, some people may use others' personal information to deceive.","['Nn', 'Nn', 'Srun', 'Mec', 'Mec']",5,official-2014.1.sgml,True,False
4415,28,4,"In conclusion, although the unsafe online environment, spend too much time on internet may be the potential negative factors of using online social networks.","In conclusion, although the unsafe online environment and spending too much time on the internet may be  potential negative aspects of using online social networks.","['Trans', 'Vform', 'ArtOrDet', 'ArtOrDet', 'Wci', 'Mec']",6,official-2014.1.sgml,True,False
4417,28,4,It also helps people to develop their interpersonal skills through online chating.,It also helps people to develop their interpersonal skills through online chatting.,['Mec'],1,official-2014.1.sgml,True,True
4419,29,0,The wolrd is incresingly becoming flat by all kinds of social network website such as facebook and twitter.,The world is increasingly becoming flat as a result of all kinds of social network websites such as Facebook and Twitter.,"['Mec', 'Mec', 'Prep', 'Nn', 'Mec', 'Mec']",6,official-2014.1.sgml,True,False
4420,29,0,We can even know what a friend who leave thousands of miles away eat for lunch though these kinds of social media.,We can even know what a friend who lives thousands of miles away ate for lunch through these kinds of social media.,"['Wci', 'Vt', 'Mec']",3,official-2014.1.sgml,True,False
4422,29,0,"However, its disadvantages also cannot be ingnored when you cosider it as a platform to show off and a stage for cyber crime.","However, their disadvantages also cannot be ignored when you consider them as a platform to show off and a stage for cyber crime.","['Pref', 'Mec', 'Mec', 'Pref']",4,official-2014.1.sgml,True,False
4424,29,1,"Without hanging out with friends or talking with friends through phone, we can know his of her latest news by scaning the webpage.","Without hanging out with friends or talking with friends on the phone, we can know their latest news by scanning the webpage.","['Prep', 'ArtOrDet', 'Pref', 'Mec']",4,official-2014.1.sgml,True,False
4427,29,1,"For example, if you find out one of your friend's favourite singer is Justin Biber through facebook, you can give him or her Justin Biber's new album or concert ticket as a birthday gift.","For example, if you find out one of your friend's favourite singers is Justin Biber through Facebook, you can give him or her Justin Biber's new album or a concert ticket as a birthday gift.","['Nn', 'Mec', 'ArtOrDet']",3,official-2014.1.sgml,True,False
4428,29,1,It will be really sweet and you two will surelly become closer.,It will be really  and you two will surely become closer.,"['Wci', 'Mec']",2,official-2014.1.sgml,True,False
4430,29,1,I met some canadian friends in Egypt.,I met some Canadian friends in Egypt.,['Mec'],1,official-2014.1.sgml,True,True
4431,29,1,"Without facebook, we may lost contact.","Without Facebook, we might have lost contact.","['Mec', 'V0', 'Vt']",3,official-2014.1.sgml,True,False
4432,29,1,"However, thanks to facebook, I can still keep in touch with them and I know what they are doing recently as we living close to each other.","However, thanks to Facebook, I can still keep in touch with them and I know what they have been doing recently, as we live close to each other.","['Mec', 'Vt', 'Rloc-', 'Vform']",4,official-2014.1.sgml,True,False
4437,29,2,"In addition, with all those ""nice"" guys around on the social network website, one may neglect people surrounding him or her but just communicate with friends on facebook.","In addition, with all those ""nice"" guys around on the social network , one may neglect people surrounding one and just communicate with friends on Facebook.","['Rloc-', 'Pref', 'Trans', 'Mec']",4,official-2014.1.sgml,True,False
4439,29,2,This kind of behaviour is not good to people's psychological health according to a research.,"This kind of behaviour is not good for people's psychological health, according to  research.","['Prep', 'Mec', 'ArtOrDet']",3,official-2014.1.sgml,True,False
4440,29,2,The cyber communication is quite different to face to face communication and people who depends on cyber communication too much will not get used to the real life communication.,"Cyber communication is quite different to face-to-face communication, and people who depend on cyber communication too much will not get used to  real-life communication.","['ArtOrDet', 'Mec', 'Mec', 'SVA', 'ArtOrDet', 'Mec']",6,official-2014.1.sgml,True,False
4444,29,2,Some people will to post their expensive thing or the oversea places of interest they have been on the social network and get a feeling of satisfaction by doing so.,Some people will  post their expensive thing or the overseas places of interest they have been to on the social network and get a feeling of satisfaction by doing so.,"['Prep', 'Mec', 'Prep']",3,official-2014.1.sgml,True,False
4445,29,2,It is a mental unhealth and it may trigger people especially teenagers to become material.,"It is a mental illness and it may cause people, especially teenagers, to become materialistic.","['Wci', 'Wci', 'Mec', 'Mec', 'Wform']",5,official-2014.1.sgml,True,False
4446,29,2,"The last but not the least , with all kinds of personal information on one's social network page, it is covenient for criminal to make use of this information to commit a crime.","Last but not least, with all kinds of personal information on one's social network page, it is convenient for criminals to make use of this information to commit a crime.","['Wci', 'Mec', 'Nn']",3,official-2014.1.sgml,True,False
4447,29,3,"Above all, social network site is like a two sided knife and people can only take good advantage of it by avoiding the possible disadvantages of it such as put less personal information on his or her facebook page.","Above all, a social network site is like a double-edged sword and people can only take good advantage of it by avoiding the possible disadvantages of it by putting less personal information on their Facebook page.","['ArtOrDet', 'Wci', 'Prep', 'Vform', 'Pref', 'Mec']",6,official-2014.1.sgml,True,False
4449,30,0,"Today, social media sites, such as Facebook and Twitter, are relatively common within the contemporary society; and, people can communicate with each other, online or offline, on these social networking platforms.","Today, social media sites, such as Facebook and Twitter, are relatively common within  contemporary society, and, people can communicate with each other, online or offline, on these social networking platforms.","['ArtOrDet', 'Mec']",2,official-2014.1.sgml,True,False
4452,30,0,This essay will discuss about both the benefits and down sides of using social media in the contemporary society.,This essay will discuss  both the benefits and downsides of using social media in  contemporary society.,"['Prep', 'Mec', 'ArtOrDet']",3,official-2014.1.sgml,True,False
